"id","name","institution_id","institution_name","created","modified","addresses_roadtype_id","addresses_roadtype_name","addresses_road_id","addresses_road_name","addresses_start_street_number","addresses_end_street_number","addresses_neighborhood_id","addresses_neighborhood_name","addresses_district_id","addresses_district_name","addresses_zip_code","addresses_main_address","addresses_type","values_id","values_attribute_id","values_category","values_attribute_name","values_attribute_type","values_value","values_outstanding","values_description","secondary_filters_id","secondary_filters_name","secondary_filters_fullpath","secondary_filters_tree","secondary_filters_asia_id","geo_epgs_25831_x","geo_epgs_25831_y","geo_epgs_4326_x","geo_epgs_4326_y"
99400472118,"Bar Musical Craft Barcelona","","","2016-12-14T14:19:51+01:00","2018-02-08T11:08:50+01:00","","",244708,"C Paradís",4,"",2,"el Barri Gòtic",1,"Ciutat Vella",8002,True,"",229730.0,20001.0,"Telèfons","Tel.","char","630072079",True,"",55734068,"Bars i pubs musicals","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Bars i pubs musicals",651,65103002003000,431185.0919429812,4581619.9115397055,41.38316256917569,2.176982895677152
99400596895,"Bar Restaurant Santa Marta","","","2018-07-09T13:32:37+02:00","2018-07-26T15:26:06+02:00","","",150003,"C Grau i Torras",59,"",3,"la Barceloneta",1,"Ciutat Vella",8003,True,"",232294.0,20001.0,"Telèfons","Tel.","char","691236802",True,"",55734069,"Cocteleries","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Cocteleries",651,65103002003001,432350.88172831776,4581027.936552877,41.377929674636995,2.19099032328633
99400596895,"Bar Restaurant Santa Marta","","","2018-07-09T13:32:37+02:00","2018-07-26T15:26:06+02:00","","",150003,"C Grau i Torras",59,"",3,"la Barceloneta",1,"Ciutat Vella",8003,True,"",232294.0,20001.0,"Telèfons","Tel.","char","691236802",True,"",60731068,"Restaurants","Planol BCN >> Restaurants >> Restaurants >> Restaurants",651,65103007000000,432350.88172831776,4581027.936552877,41.377929674636995,2.19099032328633
99400629064,"Bar Musical Robadors 23","","","2019-06-03T15:38:28+02:00","2019-06-04T13:11:38+02:00","","",284804,"C Robador",23,"",1,"el Raval",1,"Ciutat Vella",8001,True,"","","","","","","","","",55734068,"Bars i pubs musicals","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Bars i pubs musicals",651,65103002003000,430662.2091048105,4581239.375146901,41.37969029923238,2.1707734546495163
99400628369,"Bar Musical Ruta 66","","","2019-05-21T11:37:51+02:00","2019-05-21T11:38:04+02:00","","",326609,"C Sòcrates",66,"",60,"Sant Andreu",9,"Sant Andreu",8030,True,"","","","","","","","","",55734068,"Bars i pubs musicals","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Bars i pubs musicals",651,65103002003000,431990.8920153785,4587032.7829198735,41.43198313994531,2.186010931230324
99400467597,"City Hall Barcelona","","","2016-10-19T10:40:51+02:00","2019-05-21T10:21:36+02:00","","",74506,"Rbla Catalunya",2,"",7,"la Dreta de Eixample",2,"Eixample",8007,True,"",229308.0,20006.0,"Telèfons","Informació","char","932380722",True,"",55732068,"Teatres","Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,65103002001000,430475.6627350898,4582127.404442111,41.38767240351558,2.168440833723857
99400467597,"City Hall Barcelona","","","2016-10-19T10:40:51+02:00","2019-05-21T10:21:36+02:00","","",74506,"Rbla Catalunya",2,"",7,"la Dreta de Eixample",2,"Eixample",8007,True,"",229308.0,20006.0,"Telèfons","Informació","char","932380722",True,"",55734070,"Discoteques","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Discoteques",651,65103002003002,430475.6627350898,4582127.404442111,41.38767240351558,2.168440833723857
99400604555,"Restaurant Feroz","","","2018-07-26T10:10:29+02:00","2018-07-26T10:11:22+02:00","","",348408,"C Tuset",27,"",26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,True,"",232552.0,20001.0,"Telèfons","Tel.","char","932009129",True,"",55734069,"Cocteleries","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Cocteleries",651,65103002003001,429020.9196640189,4583130.679351545,41.396581483249285,2.150925337044923
99400604555,"Restaurant Feroz","","","2018-07-26T10:10:29+02:00","2018-07-26T10:11:22+02:00","","",348408,"C Tuset",27,"",26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,True,"",232552.0,20001.0,"Telèfons","Tel.","char","932009129",True,"",60731068,"Restaurants","Planol BCN >> Restaurants >> Restaurants >> Restaurants",651,65103007000000,429020.9196640189,4583130.679351545,41.396581483249285,2.150925337044923
99400576356,"Bar musical The Good Feeling","","","2018-02-06T14:13:09+01:00","2018-02-06T14:13:18+01:00","","",89004,"C Consell de Cent",319,"",7,"la Dreta de Eixample",2,"Eixample",8007,True,"",231267.0,20001.0,"Telèfons","Tel.","char","664696630",True,"",55734068,"Bars i pubs musicals","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Bars i pubs musicals",651,65103002003000,430051.29981755686,4582331.757360593,41.38947615246521,2.1633420803121344
99400576585,"Bar Musical Bar de Retro","","","2018-02-08T14:49:07+01:00","2018-02-08T14:49:14+01:00","","",208001,"C Torrent de l'Olla",141,"",31,"la Vila de Gràcia",6,"Gràcia",8012,True,"",231479.0,20001.0,"Telèfons","Tel.","char","667003465",True,"",55734068,"Bars i pubs musicals","Planol BCN >> Cultura i lleure >> Espais de música i copes >> Bars i pubs musicals",651,65103002003000,429416.9886531373,4583903.8478931915,41.403579988986394,2.155572605881731
