"id","name","institution_id","institution_name","created","modified","addresses_roadtype_id","addresses_roadtype_name","addresses_road_id","addresses_road_name","addresses_start_street_number","addresses_end_street_number","addresses_neighborhood_id","addresses_neighborhood_name","addresses_district_id","addresses_district_name","addresses_zip_code","addresses_main_address","addresses_type","values_id","values_attribute_id","values_category","values_attribute_name","values_attribute_type","values_value","values_outstanding","values_description","secondary_filters_id","secondary_filters_name","secondary_filters_fullpath","secondary_filters_tree","secondary_filters_asia_id","geo_epgs_25831_x","geo_epgs_25831_y","geo_epgs_4326_x","geo_epgs_4326_y"
99400513760,"Casal Cívic Barcelona - Trinitat Vella","","","2017-06-19T11:38:17+02:00","2019-10-03T14:12:49+02:00","","",187400,"C Madriguera",38,"",57,"la Trinitat Vella",9,"Sant Andreu",8033,True,"",230168.0,20001.0,"Telèfons","Tel.","char","933454561",True,"",55733068,"Casals d'avis","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis",651,65103002002000,432447.7661861471,4589001.54583497,41.449753652075714,2.191258524440977
99400578431,"Ateneu el Poblet","","","2018-02-28T15:45:34+01:00","2020-11-02T18:16:24+01:00","","",225500,"C Nàpols",268,"",6,"la Sagrada Família",2,"Eixample",8025,True,"",231335.0,20001.0,"Telèfons","Tel.","char","933958828",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,430654.623659352,4583758.75156432,41.40238086162695,2.170394303734641
99400579089,"Casal de Barri La Llacuna","","","2018-03-08T08:47:05+01:00","2020-10-23T10:47:44+02:00","","",44403,"C Bolívia",49,"",66,"el Parc i la Llacuna del Poblenou",10,"Sant Martí",8018,True,"",231424.0,20001.0,"Telèfons","Tel.","char","937071892",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,432385.0058354051,4583820.217315214,41.403081853360995,2.1910866674917613
99400369552,"Casal de Gent Gran Parc del Clot","","","2015-01-27T13:17:50+01:00","2020-03-27T11:57:36+01:00","","",700929,"Pl Joan Casanelles",1,"",65,"el Clot",10,"Sant Martí",8018,True,"",226812.0,20001.0,"Telèfons","Tel.","char","933099719",True,"",55733068,"Casals d'avis","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis",651,65103002002000,432448.9460917104,4584430.53037623,41.4085841375634,2.1917834271355217
92310120840,"Casal Infantil Baró de Viver","","","1992-11-05T00:00:00+01:00","2020-04-01T16:23:39+02:00","","",314100,"Pg Santa Coloma",110,"",58,"Baró de Viver",9,"Sant Andreu",8030,True,"",173032.0,20001.0,"Telèfons","Tel.","char","655869247",True,"",55733070,"Casals infantils","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals infantils",651,65103002002002,433171.81919343077,4588847.236481298,41.44842445182953,2.199943212506663
92314120529,"Ludoteca Ca L'Arnó","","","1992-11-09T00:00:00+01:00","2020-07-10T11:10:46+02:00","","",208205,"C Menorca",21,"",72,"Sant Martí de Provençals",10,"Sant Martí",8020,True,"",173065.0,20001.0,"Telèfons","Tel.","char","933142146",True,"",55733073,"Bancs del Temps","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Bancs del Temps",651,65103002002005,432762.77281184134,4585589.471139846,41.41904868146593,2.1954090582029817
99400265137,"Casal d'Entitats Mas Guinardó","","","2011-02-23T14:25:20+01:00","2020-12-24T11:10:47+01:00","","",294808,"Pl Salvador Riera",2,"",35,"el Guinardó",7,"Horta-Guinardó",8041,True,"",224464.0,20001.0,"Telèfons","Tel.","char","934461429",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,431006.82687890704,4585508.345577088,41.41816915835005,2.1744079393214104
92086015160,"Casal de Barri La Pau","","","1986-02-03T00:00:00+01:00","2020-10-28T10:30:35+01:00","","",700957,"C Pere Vergés",1,"",73,"la Verneda i la Pau",10,"Sant Martí",8020,True,"",164648.0,20001.0,"Telèfons","Tel.","char","932 780 535",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,433899.79469154455,4585994.966411525,41.42279520372416,2.2089695991459943
92086015160,"Casal de Barri La Pau","","","1986-02-03T00:00:00+01:00","2020-10-28T10:30:35+01:00","","",700957,"C Pere Vergés",1,"",73,"la Verneda i la Pau",10,"Sant Martí",8020,True,"",164648.0,20001.0,"Telèfons","Tel.","char","932 780 535",True,"",66731068,"WiFi BCN","Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN",651,65103013000000,433899.79469154455,4585994.966411525,41.42279520372416,2.2089695991459943
92086010869,"Casal Infantil Canyelles","","","1985-10-14T00:00:00+01:00","2020-03-19T11:56:13+01:00","","",153158,"Rda Guineueta Vella",22,"",49,"Canyelles",8,"Nou Barris",8042,True,"",163915.0,20001.0,"Telèfons","Tel.","char","934283847",True,"",55733070,"Casals infantils","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals infantils",651,65103002002002,430031.7817671875,4588298.228193368,41.4432122023627,2.1624185300016165
99400605392,"Sala Jove",92086034483.0,"Centre Cívic Casa Groga","2018-08-06T00:00:00+02:00","2019-12-19T13:43:13+01:00","","",168803,"Av Jordà",27,"",39,"Sant Genís dels Agudells",7,"Horta-Guinardó",8035,True,"",232683.0,20001.0,"Telèfons","Tel.","char","934186531",True,"",55733071,"Casals i espais per a joves","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals i espais per a joves",651,65103002002003,427860.46722346375,4586476.251487324,41.42661034362886,2.1366462489091584
99400261148,"Casal de Barri Vila Olímpica-Can Gili Nou","","","2010-12-14T18:15:09+01:00","2020-09-17T13:47:24+02:00","","",332000,"C Taulat",3,"",68,"el Poblenou",10,"Sant Martí",8005,True,"",223518.0,20001.0,"Telèfons","Tel.","char","932219522",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,433191.99416894076,4582944.930013335,41.39526583762422,2.200836766744126
99400261148,"Casal de Barri Vila Olímpica-Can Gili Nou","","","2010-12-14T18:15:09+01:00","2020-09-17T13:47:24+02:00","","",332000,"C Taulat",3,"",68,"el Poblenou",10,"Sant Martí",8005,True,"",223518.0,20001.0,"Telèfons","Tel.","char","932219522",True,"",66731068,"WiFi BCN","Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN",651,65103013000000,433191.99416894076,4582944.930013335,41.39526583762422,2.200836766744126
99400549439,"Casal de Barri Torre de la Sagrera","","","2017-10-24T09:37:12+02:00","2020-12-17T12:45:11+01:00","","",39709,"C Berenguer de Palou",64,"",61,"la Sagrera",9,"Sant Andreu",8027,True,"",230695.0,20001.0,"Telèfons","Tel.","char","931538381",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,432478.7274650504,4586112.587984552,41.423736408756454,2.191951961584244
99400549066,"Casal Ca l'Isidret","","","2017-10-18T15:15:55+02:00","2020-09-17T13:57:48+02:00","","",143609,"C Josep Pla",174,"",71,"Provençals del Poblenou",10,"Sant Martí",8020,True,"",230790.0,20001.0,"Telèfons","Tel.","char","933051204",True,"",55733068,"Casals d'avis","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis",651,65103002002000,433714.47964184213,4585227.66385461,41.41586905936308,2.206836204315639
99400549066,"Casal Ca l'Isidret","","","2017-10-18T15:15:55+02:00","2020-09-17T13:57:48+02:00","","",143609,"C Josep Pla",174,"",71,"Provençals del Poblenou",10,"Sant Martí",8020,True,"",230790.0,20001.0,"Telèfons","Tel.","char","933051204",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,433714.47964184213,4585227.66385461,41.41586905936308,2.206836204315639
99400595416,"Casal Cívic Barcelona - Verdum","","","2018-06-21T09:39:57+02:00","2018-07-26T15:43:28+02:00","","",701157,"C Luz Casanova",8,"",51,"Verdun",8,"Nou Barris",8042,True,"",232305.0,20001.0,"Telèfons","Tel.","char","933500915",True,"",55733068,"Casals d'avis","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis",651,65103002002000,431127.48911560536,4588400.982417355,41.444232414021286,2.175522086803598
99400521766,"Casal de Gent Gran de Sant Genís dels Agudells","","","2017-07-10T11:25:36+02:00","2020-03-27T11:54:29+01:00","","",225204,"C Naïm",10,"",39,"Sant Genís dels Agudells",7,"Horta-Guinardó",8035,True,"",229966.0,20001.0,"Telèfons","Tel.","char","667620051",True,"",55733068,"Casals d'avis","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis",651,65103002002000,427980.80307008576,4586407.2471854035,41.42599965057149,2.1380944709813003
95062124013,"Casal de Gent Gran Carlit","","","1995-03-03T00:00:00+01:00","2020-10-19T18:31:01+02:00","","",286504,"C Roger de Flor",162,"",7,"la Dreta de Eixample",2,"Eixample",8013,True,"",183749.0,20001.0,"Telèfons","Tel.","char","932324967",True,"",55733068,"Casals d'avis","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis",651,65103002002000,431011.45830649,4583202.7870601015,41.397404168590995,2.1747261825351227
95062124013,"Casal de Gent Gran Carlit","","","1995-03-03T00:00:00+01:00","2020-10-19T18:31:01+02:00","","",286504,"C Roger de Flor",162,"",7,"la Dreta de Eixample",2,"Eixample",8013,True,"",183749.0,20001.0,"Telèfons","Tel.","char","932324967",True,"",66731068,"WiFi BCN","Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN",651,65103013000000,431011.45830649,4583202.7870601015,41.397404168590995,2.1747261825351227
99400272566,"Casal de Barri Can Rectoret","","","2011-06-15T14:20:33+02:00","2020-10-26T10:26:34+01:00","","",358059,"C Via Làctia",4,"",22,"Vallvidrera, el Tibidabo i les Planes",5,"Sarrià-Sant Gervasi",8017,True,"",224303.0,20001.0,"Telèfons","Tel.","char","932 520 849",True,"",55733069,"Casals de barri","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri",651,65103002002001,424733.71949839295,4586821.434442653,41.42943234177728,2.0991872330316563
96088161900,"Espai Social Barcelona Sagrada Família","","","1996-03-28T00:00:00+01:00","2020-06-30T12:51:23+02:00","","",191204,"C Mallorca",454,"",6,"la Sagrada Família",2,"Eixample",8013,True,"",191298.0,20001.0,"Telèfons","Tel.","char","932324008",True,"",55733068,"Casals d'avis","Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis",651,65103002002000,431304.67927649524,4584088.1374846315,41.405403340106076,2.1781330181594094
