"id","name","institution_id","institution_name","created","modified","addresses_roadtype_id","addresses_roadtype_name","addresses_road_id","addresses_road_name","addresses_start_street_number","addresses_end_street_number","addresses_neighborhood_id","addresses_neighborhood_name","addresses_district_id","addresses_district_name","addresses_zip_code","addresses_main_address","addresses_type","values_id","values_attribute_id","values_category","values_attribute_name","values_attribute_type","values_value","values_outstanding","values_description","secondary_filters_id","secondary_filters_name","secondary_filters_fullpath","secondary_filters_tree","secondary_filters_asia_id","geo_epgs_25831_x","geo_epgs_25831_y","geo_epgs_4326_x","geo_epgs_4326_y"
99400479833,"Hotel Soho House -  HB-004750","","","2017-03-06T11:51:21+01:00","2018-08-07T14:34:21+02:00","","",106205,"Pl Duc de Medinaceli",4.0,"",2,"el Barri Gòtic",1,"Ciutat Vella",8002,True,"",229854,20001,"Telèfons","Tel.","char","932204600",True,"",54731068,"Hotels 5 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 5 estr.",651,65103001000000,431378.27617143525,4581097.449678319,41.37847340463965,2.179352287617746
99400479842,"Hotel Ibis Styles Barcelona City Bogatell - HB-004742","","","2017-03-06T12:06:28+01:00","2018-08-16T09:48:48+02:00","","",186703,"C Llull",71.0,"",66,"el Parc i la Llacuna del Poblenou",10,"Sant Martí",8005,True,"",229616,20001,"Telèfons","Tel.","char","934833748",True,"",54731071,"Hotels 2 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 2 estr.",651,65103001000003,432571.1652131942,4582889.896427002,41.394718349822924,2.1934171870381847
99400387630,"Hotel Cotton House - HB-004691","","","2015-06-02T09:44:04+02:00","2018-08-07T14:27:31+02:00","","",169409,"G.V. Corts Catalanes",670.0,"",7,"la Dreta de Eixample",2,"Eixample",8010,True,"",227195,20001,"Telèfons","Tel.","char","934505045",True,"",54731068,"Hotels 5 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 5 estr.",651,65103001000000,430763.9148397729,4582581.341072098,41.39178572967465,2.171836296038712
99400596968,"Hotel H10 Madison- HB-004807","","","2018-07-10T12:25:43+02:00","2018-08-20T11:42:21+02:00","","",102601,"C Doctor Joaquim Pou",2.0,"",2,"el Barri Gòtic",1,"Ciutat Vella",8002,True,"",232246,20001,"Telèfons","Tel.","char","932382137",True,"",54731069,"Hotels 4 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.",651,65103001000001,431061.51207641157,4581951.769275948,41.38614093263978,2.175467284308261
99400596975,"Motel One Barcelona-Ciutadella - HB-004822","","","2018-07-10T12:50:02+02:00","2018-08-16T14:15:59+02:00","","",271100,"Pg Pujades",11.0,"",66,"el Parc i la Llacuna del Poblenou",10,"Sant Martí",8018,True,"",232281,20001,"Telèfons","Tel.","char","936261900",True,"",54731072,"Hotels 1 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 1 estr.",651,65103001000004,431832.81649005186,4582388.995165968,41.39014463126421,2.184642301079106
99400390267,"Hotel Two by Axel - HB-004688","","","2015-06-29T14:30:51+02:00","2018-08-08T14:31:48+02:00","","",54509,"C Calàbria",90.0,"",10,"Sant Antoni",2,"Eixample",8015,True,"",227625,20001,"Telèfons","Tel.","char","935392313",True,"",54731069,"Hotels 4 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.",651,65103001000001,429431.7910796625,4581184.364429233,41.37908786510456,2.1560665268392465
99400408789,"Hotel H10 Cubik - HB-004696","","","2015-12-14T12:02:53+01:00","2018-08-08T14:35:02+02:00","","",177101,"Via Laietana",69.0,"",2,"el Barri Gòtic",1,"Ciutat Vella",8003,True,"",228428,20001,"Telèfons","Tel.","char","933202200",True,"",54731069,"Hotels 4 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.",651,65103001000001,430868.8249046603,4582170.013106958,41.38809005165685,2.1731379916136353
99400338323,"Hotel Catalonia Square - HB-004596","","","2014-03-25T13:07:35+01:00","2018-08-08T14:13:11+02:00","","",309406,"Rda Sant Pere",9.0,"",7,"la Dreta de Eixample",2,"Eixample",8010,True,"",226510,20001,"Telèfons","Tel.","char","933023386",True,"",54731069,"Hotels 4 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr.",651,65103001000001,430715.82537988096,4582228.144508412,41.388600459145,2.171301534413306
99400549646,"Hotel Niu Barcelona - HB-004756","","","2017-10-25T13:14:13+02:00","2018-08-14T12:22:11+02:00","","",701367,"Rbla Raval",8.0,"",1,"el Raval",1,"Ciutat Vella",8001,True,"",231004,20001,"Telèfons","Tel.","char","936550255",True,"",54731070,"Hotels 3 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 3 estr.",651,65103001000002,430492.4607747823,4581144.945033747,41.378825150237276,2.1687544303256248
99400392714,"Aparthotel Casa Gràcia - HB-004672","","","2015-07-30T18:13:47+02:00","2018-08-21T13:59:26+02:00","","",148307,"Pg Gràcia",114.0,"",31,"la Vila de Gràcia",6,"Gràcia",8008,True,"",227755,20001,"Telèfons","Tel.","char","931874497",True,"",54731072,"Hotels 1 estr.","Planol BCN >> Allotjament >> Hotels >> Hotels 1 estr.",651,65103001000004,429724.5438158189,4583182.694991105,41.397111768099286,2.15933540553508
