"Id_aforament","Desc_aforament","Codi_tipus_aforament","Desc_tipus_aforament","Num_carrils","Codi_districte","Codi_Barri","Codi_tipus_equip_mesura","Desc_tipus_equip_mesura","Longitud","Latitud","X_ETRS89","Y_ETRS89"
"4079","ARAGÓ - BAILÈN (sentit Llobregat)",1,"Trànsit",4,2.0,7.0,1,"Espira",2.17055853655275,41.3964247174287,430662.021,4583097.377
"4080","BAILÈN - DIPUTACIÓ  (sentit mar)",1,"Trànsit",2,2.0,7.0,1,"Espira",2.17390413431999,41.394451912494,430939.614,4582875.686000001
"4081","ROSSELLÓ - PG. DE GRÀCIA (sentit Besòs)",1,"Trànsit",3,2.0,7.0,1,"Espira",2.16105455665482,41.3961020872117,429867.172,4583069.209
"4082","GRAN VIA - NÀPOLS (sentit Besós)",1,"Trànsit",3,2.0,5.0,1,"Espira",2.17815149968645,41.3968351807915,431297.2,4583136.897
"4083","MARINA - CASP (Pujada)",1,"Trànsit",4,2.0,5.0,1,"Espira",2.18183500793533,41.398739728411,431607.124,4583345.423
"4084","NÀPOLS - DIPUTACIÓ  (sentit mar)",1,"Trànsit",2,2.0,5.0,1,"Espira",2.17693989634649,41.397254200157,431196.357,4583184.377
"4085","VALÈNCIA - DOS DE MAIG  (sentit Besòs)",1,"Trànsit",2,10.0,64.0,1,"Espira",2.18255362625234,41.40712248282271,431675.97799999994,4584275.498
"4086","JARDINS SALVADOR ESPRIU -DIAGONAL  (sentit Llobregat)",1,"Trànsit",3,2.0,7.0,1,"Espira",2.1587274787566,41.396353222118705,429672.906,4583098.975
"4087","MUNTANER - LONDRES  (sentit mar)",1,"Trànsit",3,2.0,8.0,1,"Espira",2.15089365575303,41.393050992919704,429014.43,4582738.755
"4088","PARÍS - ARIBAU  (sentit Besòs)",1,"Trànsit",3,2.0,8.0,1,"Espira",2.1532501090812,41.393622474071606,429212.052,4582800.272
"4089","BÀLMES - PARÍS (baixada)",1,"Trànsit",3,2.0,8.0,1,"Espira",2.1554440540201,41.3947839585255,429396.724,4582927.429
"4090","ARIBAU - ARAGÓ  (sentit muntanya)",1,"Trànsit",3,2.0,8.0,1,"Espira",2.15924172322705,41.3884915607715,429707.42600000004,4582225.767
"4091","PAU CLARIS - CASP (sentit mar)",1,"Trànsit",2,2.0,7.0,1,"Espira",2.1715520343773402,41.3893950147936,430737.612,4582316.154
"4092","ARIBAU - MALLORCA  (sentit muntanya)",1,"Trànsit",3,2.0,8.0,1,"Espira",2.1569949390088303,41.390146297752295,429521.367,4582411.299
"4093","ARIBAU - DIAGONAL  (sentit muntanya)",1,"Trànsit",3,2.0,8.0,1,"Espira",2.1507221251947297,41.394889827339,429002.091,4582943.041
"4094","VILLARROEL - PARÍS  (sentit mar)",1,"Trànsit",2,2.0,8.0,1,"Espira",2.1490260891637503,41.3910706879931,428856.14,4582520.436000001
"4095","VILLARROEL - ARAGÓ  (sentit mar)",1,"Trànsit",2,2.0,8.0,1,"Espira",2.1569179201232997,41.385090439287794,429509.467,4581850.068
"4096","ROSSELLÓ - ARIBAU (sentit Besòs)",1,"Trànsit",2,2.0,8.0,1,"Espira",2.1554714651901103,41.391862456137,429395.854,4582603.065
"4097","PG. GRÀCIA - CASP (Pujada)",1,"Trànsit",3,2.0,7.0,1,"Espira",2.16915384037869,41.3887585646416,430536.43200000003,4582247.416
"4098","PG. GRÀCIA - ARAGÓ (Baixada)",1,"Trànsit",1,2.0,7.0,1,"Espira",2.16520071322411,41.391733825445705,430209.107,4582580.903
"4099","BALMES - MALLORCA (baixada)",1,"Trànsit",3,2.0,7.0,3,"Visió Artificial",2.1593492741417597,41.3917902636396,429719.971,4582591.897
"5001","PG. COLOM - SIMÓ OLLER (Besòs)",1,"Trànsit",3,1.0,2.0,1,"Espira",2.18103833666584,41.379606558054796,431520.45200000005,4581221.916999999
"5002","VIA LAIETANA - MANRESA (Baixada)",1,"Trànsit",1,1.0,4.0,1,"Espira",2.18130466272832,41.3819915864222,431545.223,4581486.489
"5003","PAS SOTA MURALLA - LLAUDER (Besòs)",1,"Trànsit",3,1.0,4.0,1,"Espira",2.18403932544855,41.3810405336813,431772.888,4581378.7469999995
"5004","PAS SOTA MURALLA - LLAUDER (Llobregat)",1,"Trànsit",2,1.0,4.0,1,"Espira",2.18397743124051,41.3810969944889,431767.77200000006,4581385.063999999
"5005","PLA DE PALAU - PG. ISABEL II (Sentit Barceloneta)",1,"Trànsit",3,1.0,4.0,1,"Espira",2.18378480321083,41.3822897274376,431752.912,4581517.632
"5006","PG. JOAN DE BORBÓ - MAQUINISTA (Sentit Pla de Palau)",1,"Trànsit",2,3.0,3.0,1,"Espira",2.18709640644174,41.3806760096672,432028.131,4581335.877
"5007","PL. PAU VILA - DOCTOR AIGUADER (Sentit Pla de Palau)",1,"Trànsit",3,3.0,3.0,1,"Espira",2.1853003945583303,41.3823228889574,431879.672,4581520.121
"5008","DOCTOR AIGUADER - PIZARRO (Llobregat)",1,"Trànsit",3,3.0,3.0,1,"Espira",2.18738889851896,41.382943420241496,432054.948,4581587.371
"5009","VIA LAIETANA - ANGEL BAIXERAS (Pujada)",1,"Trànsit",1,1.0,4.0,1,"Espira",2.18130986126944,41.3820677301203,431545.737,4581494.937
"5010","PG. COLOM - PL. ANTONIO LÓPEZ (Llobregat)",1,"Trànsit",3,1.0,2.0,1,"Espira",2.18206379308248,41.3812766063863,431607.948,4581406.513
"5011","RONDA UNIVERSITAT - PL. CATALUNYA  (sentit Llobregat)",1,"Trànsit",4,2.0,7.0,1,"Espira",2.16788359152789,41.387125414741995,430428.49,4582067.125
"5012","FONTANELLA - PL. CATALUNYA",1,"Trànsit",2,2.0,7.0,1,"Espira",2.17174353946815,41.387274511463104,430751.37299999996,4582080.586
"5013","RONDA SANT PERE - GIRONA  (sentit Llobregat)",1,"Trànsit",3,2.0,7.0,1,"Espira",2.1764463509138103,41.390282302652395,431147.74100000004,4582410.759
"5015","AV. MARQUÉS DE L'ARGENTERA - COMERÇ (Llobregat)",1,"Trànsit",3,1.0,4.0,1,"Espira",2.18466469757436,41.3841889492404,431828.468,4581727.787
"5016","AV. MARQUÉS DE L'ARGENTERA - COMERÇ (Besòs)",1,"Trànsit",3,1.0,4.0,1,"Espira",2.18515306818641,41.384657477800204,431869.791,4581779.419
"5017","PG. LLUÍS COMPANYS - ALMOGÀVERS (Pujada)",1,"Trànsit",3,1.0,4.0,1,"Espira",2.18142013340698,41.391002130603795,431564.32700000005,4582486.733
"5018","PG. LLUÍS COMPANYS - REC COMTAL (Baixada)",1,"Trànsit",2,1.0,4.0,1,"Espira",2.18177593556833,41.389623094924104,431592.62799999997,4582333.353
"5019","TRAFALGAR - MENDEZ NÚÑEZ  (sentit Besòs)",1,"Trànsit",2,1.0,4.0,1,"Espira",2.17786829912579,41.3902876037345,431266.62799999997,4582410.219
"5020","ALMOGÀVERS - ROGER DE FLOR  (sentit Llobregat)",1,"Trànsit",2,1.0,4.0,2,"Infraroig",2.1821487422828896,41.3912139162087,431625.464,4582509.671
"5022","VIA LAIETANA - COMTAL (Pujada)",1,"Trànsit",2,1.0,4.0,2,"Infraroig",2.17451841128315,41.3872687056235,430983.37,4582077.728999999
"5023","VIA LAIETANA - PL. URQUINAONA (Baixada)",1,"Trànsit",2,2.0,7.0,1,"Espira",2.17314808057219,41.38817651629579,430869.76,4582179.605
"5024","PG. JOSEP CARNER - PL. DRASSANES (Besós)",1,"Trànsit",3,1.0,1.0,1,"Espira",2.1773088671806002,41.37506864453739,431203.81799999997,4580721.079
"5025","PG. JOSEP CARNER - PORTAL DE LA PAU (Llobregat)",1,"Trànsit",4,1.0,1.0,1,"Espira",2.1771229336713303,41.3751024071444,431188.305,4580724.975
"5026","PG. PUJADES - ROGER DE FLOR (Besós)",1,"Trànsit",2,1.0,4.0,3,"Visió Artificial",2.18510436978086,41.3901035183585,431871.405,4582384.068
"5027","PG. PUJADES - WELLINGTON (Llobregat)",1,"Trànsit",3,10.0,66.0,1,"Espira",2.18502332402805,41.390148232829105,431864.67600000004,4582389.095
"5028","PG. JOSEP CARNER - VILÀ I VILÀ (Besòs)",1,"Trànsit",3,3.0,11.0,1,"Espira",2.17553231553291,41.372955217070796,431053.024,4580487.862
"5029","PG. JOSEP CARNER - PL. DRASSANES (Llobregat)",1,"Trànsit",3,1.0,1.0,1,"Espira",2.17535164123023,41.372941754000394,431037.9,4580486.51
"6002","PADILLA - PROVENÇA  (sentit muntanya)",1,"Trànsit",2,2.0,6.0,1,"Espira",2.17621781145903,41.4064380953996,431145.689,4584204.536
"6003","LEPANT - PROVENÇA  (sentit mar)",1,"Trànsit",2,2.0,6.0,1,"Espira",2.17601471178995,41.404950423000706,431127.14200000005,4584039.537
"6004","ROSSELLÓ - NÀPOLS (sentit Besòs)",1,"Trànsit",3,6.0,32.0,1,"Espira",2.17019732723134,41.4029424426241,430638.756,4583821.255
"6005","CÒRSEGA - NÀPOLS  (sentit Llobregat)",1,"Trànsit",2,6.0,32.0,1,"Espira",2.16818331001933,41.4031772143077,430470.658,4583848.933
"6006","SANT ANTONI MARIA CLARET - INDEPENDÈNCIA  (sentit Llobregat)",1,"Trànsit",2,10.0,64.0,1,"Espira",2.17627370057039,41.412633310131795,431156.901,4584892.277
"6007","INDÚSTRIA - NÀPOLS  (sentit Besòs)",1,"Trànsit",2,6.0,32.0,1,"Espira",2.16788571857009,41.404637037895,430447.339,4584011.241
"6008","SANT ANTONI MARIA CLARET - SICÍLIA  (sentit Llobregat)",1,"Trànsit",2,6.0,32.0,1,"Espira",2.1671873366513204,41.4058213534936,430390.22799999994,4584143.283
"6009","TÚNEL DE LA ROVIRA - BOCA SUD (Sentit Horta)",1,"Trànsit",2,7.0,34.0,1,"Espira",2.16703170907309,41.41336598419271,430385.275,4584981.004
"6010","TÚNEL DE LA ROVIRA - BOCA SUD (Sentit Guinardó)",1,"Trànsit",2,7.0,34.0,1,"Espira",2.16673197958124,41.413320003565005,430360.17600000004,4584976.14
"6011","LEPANT - LLORENS I BARBA  (sentit mar)",1,"Trànsit",3,7.0,33.0,1,"Espira",2.1687903468460603,41.4104641697786,430529.162,4584657.436000001
"6012","PADILLA - ROSALIA DE CASTRO  (sentit muntanya)",1,"Trànsit",2,7.0,33.0,1,"Espira",2.17056617665228,41.410725022038,430677.86100000003,4584684.973
"6013","SARDENYA - PARE LAÍNEZ  (sentit mar)",1,"Trànsit",2,7.0,33.0,1,"Espira",2.1673280337052803,41.407913402577,430404.221,4584375.426
"6014","RONDA GUINARDÓ - CARTAGENA (Besòs)",1,"Trànsit",2,7.0,33.0,1,"Espira",2.1724322786835604,41.414869691888,430838.223,4585143.618
"6015","RONDA GUINARDÓ - SANT QUINTÍ (Llobregat)",1,"Trànsit",2,7.0,35.0,1,"Espira",2.17265757568452,41.415369266056,430857.58200000005,4585198.901000001
"6017","RONDA DEL MIG - PL. ALFONS X EL SAVI (Llobregat)",1,"Trànsit",2,7.0,33.0,1,"Espira",2.16353512531538,41.4120931847174,430091.68299999996,4584842.516
"6018","PG. MARAGALL - ESCORNALBOU (Sentit Eixample)",1,"Trànsit",2,9.0,63.0,2,"Infraroig",2.1803377495180802,41.4170757293736,431501.225,4585382.2469999995
"6019","PG. MARAGALL - ESCORNALBOU (Sentit Horta)",1,"Trànsit",2,9.0,63.0,2,"Infraroig",2.1804345754568897,41.417024193251706,431509.263,4585376.449
"6020","TRAVESSERA DE GRÀCIA - BAILÉN  (sentit Besòs)",1,"Trànsit",2,6.0,31.0,2,"Infraroig",2.16133454927377,41.403533983309295,429898.566,4583894.061000001
"6021","MALLORCA - SARDENYA  (sentit Llobregat)",1,"Trànsit",3,2.0,6.0,1,"Espira",2.17391122063067,41.402333197314704,430948.549,4583750.651000001
"6022","CÒRSEGA - CARTAGENA  (sentit Llobregat)",1,"Trànsit",2,2.0,6.0,1,"Espira",2.1760050615462,41.40902260841921,431130.636,4584491.634
"6023","ROSSELLÓ - CASTILLEJOS (sentit Besòs)",1,"Trànsit",3,2.0,6.0,1,"Espira",2.17812948884698,41.4089008487539,431308.06799999997,4584476.43
"6024","CAMÈLIES - CA L'ALEGRE DE DALT (sentit Besòs)",1,"Trànsit",2,6.0,30.0,1,"Espira",2.15951705918456,41.4112805581794,429754.99100000004,4584755.55
"6025","SARDENYA - ROSSELLÓ  (sentit Besòs)",1,"Trànsit",2,2.0,6.0,1,"Espira",2.17242685787606,41.4040466489192,430826.29,4583942.06
"6026","PG. SANT JOAN - INDÚSTRIA (Baixada)",1,"Trànsit",2,6.0,32.0,1,"Espira",2.16549561683824,41.40225395722221,430245.011,4583748.596
"6027","PI I MARGALL - ENCARNACIÓ (Pujada)",1,"Trànsit",2,6.0,32.0,1,"Espira",2.16372674809392,41.407948309271205,430103.256,4584382.202
"6028","PI I MARGALL - HIPÒLIT LAZARO (Baixada)",1,"Trànsit",2,6.0,32.0,1,"Espira",2.1635623826148103,41.407951743922204,430089.521,4584382.715
"6029","CAMÈLIES - ABD EL-KADER  (sentit Besòs)",1,"Trànsit",2,7.0,33.0,1,"Espira",2.16429547778027,41.413908342661294,430157.175,4585043.419
"6030","SARDENYA - PL. SANLLEHY  (sentit mar)",1,"Trànsit",2,6.0,30.0,1,"Espira",2.16156078355721,41.413243396037295,429927.911,4584971.807
"6031","AV. MARE DE DÉU DE MONTSERRAT - FRANÇA  (sentit Llobregat)",1,"Trànsit",2,7.0,34.0,1,"Espira",2.16381938849337,41.4145445416464,430118.06799999997,4585114.433999999
"7001","ESCÒCIA - MALGRAT (sentit mar)",1,"Trànsit",3,8.0,44.0,1,"Espira",2.18042256762778,41.4286703635269,431520.49700000003,4586669.405
"7002","AV. MERIDIANA - CONCEPCIÓ ARENAL (Entrada)",1,"Trànsit",3,9.0,61.0,1,"Espira",2.18556127878099,41.4264185079268,431947.51200000005,4586415.355
"7003","AV. MERIDIANA - CARDENAL TEDESCHINI (Sortida)",1,"Trànsit",3,9.0,61.0,1,"Espira",2.18566528121516,41.4265046221932,431956.292,4586424.834
"7004","MALLORCA - BISCAIA",1,"Trànsit",3,10.0,65.0,1,"Espira",2.1898224214143798,41.414288538499896,432290.967,4585065.358
"7006","SANT ANTONI MARIA CLARET - ESPRONCEDA  (sentit Llobregat)",1,"Trànsit",2,9.0,63.0,1,"Espira",2.18530031005948,41.4193388069758,431918.311,4585629.579
"7007","AV. MERIDIANA - CONSELL DE CENT (Entrada)",1,"Trànsit",1,10.0,65.0,1,"Espira",2.1866805713494,41.4063190756375,432020.083,4584183.058999999
"7008","AV. MERIDIANA - GARCILASO (Sortida)",1,"Trànsit",4,9.0,61.0,1,"Espira",2.18701281753419,41.4233989454597,432065.653,4586078.987
"7010","AV. MERIDIANA - SANT ANTONI MARIA CLARET (Entrada)",1,"Trànsit",3,9.0,63.0,1,"Espira",2.18684097776751,41.419855924451,432047.6,4585685.778
"7011","AV. MERIDIANA  - ROSSELLÓ I PORCEL (Sortida)",1,"Trànsit",3,8.0,45.0,2,"Infraroig",2.18435802147206,41.436297355113,431857.302,4587513.044
"7014","AV. RIO JANEIRO - ARGULLÓS (Llobregat)",1,"Trànsit",2,8.0,52.0,1,"Espira",2.18285449286069,41.4402352832474,431735.816,4587951.414
"7015","AV. RIO JANEIRO - JOAQUIM VALLS (Besós)",1,"Trànsit",2,8.0,52.0,1,"Espira",2.1844969664331,41.441484350566704,431874.335,4588088.791
"7016","CONCEPCIÓ ARENAL - CIENFUEGOS (sentit Llobregat)",1,"Trànsit",2,9.0,61.0,1,"Espira",2.18403425048882,41.4237442181239,431817.11799999996,4586119.659
"7017","AV. MERIDIANA - CLOT (Sortida)",1,"Trànsit",2,10.0,65.0,1,"Espira",2.1870600210331204,41.406326935864,432051.80700000003,4584183.633
"7018","PG. SANTA COLOMA - PG. TORRAS I BAGES (Llobregat) ",1,"Trànsit",1,9.0,60.0,1,"Espira",2.18962140461431,41.4449541900293,432306.032,4588469.991
"7019","PG. SANTA COLOMA - CTRA. DE RIBES (Besòs)",1,"Trànsit",2,9.0,60.0,1,"Espira",2.18968658758166,41.44491615836021,432311.43700000003,4588465.718
"7020","PG. FABRA I PUIG - VÈLIA  (sentit muntanya)",1,"Trànsit",2,8.0,44.0,1,"Espira",2.18044874195065,41.4302232004653,431524.315,4586841.78
"7021","NAVAS DE TOLOSA - JOSEP ESTIVILL  (sentit mar)",1,"Trànsit",3,10.0,64.0,1,"Espira",2.1848973474900903,41.4167849231015,431881.968,4585346.365
"7022","AV. MERIDIANA - RIO DE JANEIRO (Entrada)",1,"Trànsit",3,8.0,52.0,1,"Espira",2.18606065513342,41.442070854533796,432005.576,4588152.675
"7023","AV. MERIDIANA - PG. SANTA COLOMA (Sortida)",1,"Trànsit",4,9.0,60.0,1,"Espira",2.18719181690707,41.445082360551794,432103.211,4588486.123
"7024","PG. VALLDAURA - SANT FRANCESC XAVIER (Pujada)",1,"Trànsit",3,8.0,45.0,1,"Espira",2.1797434092642503,41.439066400757106,431474.684,4587824.103999999
"7025","PG. VALLDAURA - ESCULTOR ORDOÑEZ (Baixada)",1,"Trànsit",2,8.0,45.0,1,"Espira",2.17976824691788,41.4389892706886,431476.67799999996,4587815.521000001
"7026","PG. FABRA I PUIG - CONCEPCIÓ ARENAL (sentit muntanya)",1,"Trànsit",4,9.0,60.0,1,"Espira",2.18422824208619,41.4301803551681,431840.061,4586834.041999999
"7027","PG. TORRAS I BAGES - RESIDÈNCIA (Besòs)",1,"Trànsit",2,9.0,60.0,1,"Espira",2.19101844747515,41.440322202375604,432417.927,4587954.658
"7028","PG. TORRAS I BAGES - RESIDÈNCIA (Llobregat)",1,"Trànsit",2,9.0,60.0,1,"Espira",2.19091250206101,41.4403054581178,432409.059,4587952.883
"7029","VIA JÚLIA - FRANCESC XAVIER  (sentit muntanya)",1,"Trànsit",1,8.0,52.0,1,"Espira",2.17837466735042,41.4427399703874,431364.208,4588233.026000001
"7030","VIA JÚLIA - BATLLORI  (sentit mar)",1,"Trànsit",1,8.0,52.0,1,"Espira",2.1780638682536,41.4429273415817,431338.44200000004,4588254.074
"7031","FABRA I PUIG - CANIGÓ (Besòs)",1,"Trànsit",2,7.0,43.0,1,"Espira",2.16351120837962,41.434181580777704,430113.37299999996,4587294.771000001
"7032","FABRA I PUIG - CANIGÓ (Llobregat)",1,"Trànsit",2,7.0,43.0,1,"Espira",2.16342285344408,41.4341947880258,430106.005,4587296.308999999
"7033","VALÈNCIA - TER  (sentit Besòs)",1,"Trànsit",3,10.0,65.0,1,"Espira",2.18792226740502,41.4111647516047,432128.912,4584720.045
"7034","FELIP II - JOSEP ESTIVILL (sentit muntanya)",1,"Trànsit",4,9.0,61.0,1,"Espira",2.18760966783871,41.4198803521817,432111.862,4585687.887
"7035","FELIP II - AV. MERIDIANA  (sentit muntanya)",1,"Trànsit",3,9.0,63.0,1,"Espira",2.1862352218388104,41.4209248776034,431998.094,4585804.928
"7036","DUBLÍN - CONCEPCIÓ ARENAL  (sentit Besòs)",1,"Trànsit",2,9.0,60.0,1,"Espira",2.18526032658421,41.4286530385063,431924.69899999996,4586663.6680000005
"7037","MERIDIANA - VALÈNCIA (SORTIDA)",1,"Trànsit",3,10.0,64.0,1,"Espira",2.186999,41.410514,432050.05,4584645.76
"7038","MERIDIANA - VALÈNCIA (ENTRADA)",1,"Trànsit",2,10.0,64.0,1,"Espira",2.186719,41.408396,432025.27,4584421.84
