"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
102,"Llebrencs","0001","0017",1,5,3,92.0,22,182.0,8017
102,"Llebrencs","0002","0026",2,5,3,92.0,22,182.0,8017
180,"A Zona Franca","0003","0119",1,3,25,60.0,12,61.0,8040
180,"A Zona Franca","0002","0106",2,3,25,60.0,12,61.0,8040
204,"Guerau de Liost","0001","0017",1,5,3,92.0,22,182.0,8017
204,"Guerau de Liost","0002","0022",2,5,3,92.0,22,182.0,8017
306,"Abat Odó","0001","0063",1,9,47,192.0,60,81.0,8030
306,"Abat Odó","0065","0089",1,9,48,192.0,60,84.0,8030
306,"Abat Odó","0002","0044",2,9,47,192.0,60,81.0,8030
306,"Abat Odó","0046","0068",2,9,46,192.0,60,84.0,8030
408,"Abat Samsó","0001","0023",1,5,12,95.0,23,162.0,8017
408,"Abat Samsó","0002B","0020",2,5,12,95.0,23,162.0,8017
500,"Abat Safont","0001","0011",1,1,4,2.0,1,102.0,8001
500,"Abat Safont","0002S","0012",2,1,4,2.0,1,102.0,8001
601,"Abadessa Olzet","0001","0007",1,4,55,90.0,21,77.0,8034
601,"Abadessa Olzet","0009B","0039",1,4,56,90.0,21,77.0,8034
601,"Abadessa Olzet","0002","0008",2,4,55,90.0,21,77.0,8034
601,"Abadessa Olzet","0010","0040",2,4,56,90.0,21,77.0,8034
703,"Abaixadors","0001","0015",1,1,46,16.0,4,30.0,8003
703,"Abaixadors","0002","0016",2,1,46,16.0,4,30.0,8003
805,"Abd el-Kader","0001","0019",1,7,17,137.0,33,77.0,8024
805,"Abd el-Kader","0002","0008",2,7,16,137.0,33,77.0,8024
907,"Abdó Terradas","0001","0027",1,6,58,129.0,31,13.0,8012
907,"Abdó Terradas","0002","0032",2,6,58,129.0,31,13.0,8012
1003,"Abella","0001B","0005",1,8,48,166.0,47,85.0,8031
1003,"Abella","0002B","0006",2,8,48,166.0,47,85.0,8031
1105,"Manuel Ballbé","0001","0017",1,4,54,89.0,21,79.0,8034
1105,"Manuel Ballbé","0002","0020",2,4,54,89.0,21,79.0,8034
1309,"Acàcies","0001","0073",1,9,79,198.0,62,61.0,8027
1309,"Acàcies","0002","0008",2,9,80,198.0,62,59.0,8027
1309,"Acàcies","0010","0044",2,9,78,198.0,62,60.0,8027
1309,"Acàcies","0046","0064",2,9,79,198.0,62,62.0,8027
1400,"Pl Acadèmia","0001","0005",1,1,54,19.0,4,36.0,8003
1400,"Pl Acadèmia","0002","0006",2,1,54,19.0,4,36.0,8003
1502,"Sèquia","0001","0013",1,1,53,19.0,4,41.0,8003
1502,"Sèquia","0002","0010",2,1,53,19.0,4,41.0,8003
1604,"Sèquia Comtal","0001","0021",1,10,39,207.0,65,160.0,8018
1604,"Sèquia Comtal","0002B","0016",2,10,39,207.0,65,160.0,8018
1706,"Sèquia Madriguera","0001","0027",1,9,10,185.0,59,136.0,8030
1706,"Sèquia Madriguera","0002","0030",2,9,10,185.0,59,136.0,8030
1808,"Acer","0001","0045",1,3,25,60.0,12,65.0,8038
1808,"Acer","0002","0044",2,3,25,60.0,12,62.0,8038
1900,"Actor Morano","0001","0013",1,5,2,92.0,22,180.0,8017
1900,"Actor Morano","0002","0008",2,5,2,92.0,22,180.0,8017
2006,"Actriu Tubau","0001","0005",1,5,2,92.0,22,180.0,8017
2006,"Actriu Tubau","0002","0008",2,5,2,92.0,22,180.0,8017
2050,"Adolf Florensa","0001","0023",1,4,49,87.0,20,8.0,8028
2050,"Adolf Florensa","0002","0024",2,4,49,87.0,20,8.0,8028
2200,"Adrall","0001","0005",1,9,10,185.0,59,136.0,8030
2200,"Adrall","0007","0007",1,9,9,184.0,59,136.0,8030
2210,"Av Adrià Gual","0043","0069",1,6,9,116.0,28,158.0,8035
2210,"Av Adrià Gual","0038","0064",2,6,9,116.0,28,158.0,8035
2403,"Adrià Margarit","0001","0003",1,5,32,100.0,25,101.0,8035
2403,"Adrià Margarit","0027B","0033",1,5,33,101.0,25,100.0,8035
2403,"Adrià Margarit","0022","0044",2,5,33,101.0,25,100.0,8035
2505,"Pl Adrià","0001B","0003",1,5,51,104.0,26,51.0,8021
2505,"Pl Adrià","0005","0007",1,5,50,104.0,26,50.0,8021
2505,"Pl Adrià","0002","0002",2,5,51,104.0,26,51.0,8021
2505,"Pl Adrià","0004","0004",2,5,52,104.0,26,48.0,8021
2505,"Pl Adrià","0006","0008",2,5,50,104.0,26,50.0,8021
2607,"Duana","0001","0007",1,1,43,16.0,4,25.0,8003
2607,"Duana","0002","0006",2,1,43,16.0,4,25.0,8003
2709,"Afores","0002","0056",2,9,21,186.0,60,125.0,8030
2902,"Aglà","0001","0009",1,1,29,11.0,2,75.0,8002
2902,"Aglà","0002","0008",2,1,29,11.0,2,73.0,8002
3009,"Agramunt","0001","0011",1,6,1,114.0,28,137.0,8023
3009,"Agramunt","0013","0037",1,5,90,112.0,27,84.0,8023
3009,"Agramunt","0002","0010",2,6,1,114.0,28,138.0,8023
3009,"Agramunt","0012","0028",2,5,91,112.0,27,84.0,8023
3100,"Agregació","0001","0013",1,7,44,142.0,35,54.0,8041
3100,"Agregació","0015","0051",1,7,45,142.0,35,52.0,8041
3100,"Agregació","0002","0014",2,7,44,142.0,35,54.0,8041
3100,"Agregació","0016","0032",2,7,45,142.0,35,52.0,8041
3100,"Agregació","0034","0044",2,7,46,142.0,35,51.0,8041
3202,"Anna Martínez Sagi","0001","0023",1,7,43,142.0,35,49.0,8041
3202,"Anna Martínez Sagi","0025","0051",1,7,45,142.0,35,51.0,8041
3202,"Anna Martínez Sagi","0018","0018",2,7,44,142.0,35,53.0,8041
3202,"Anna Martínez Sagi","0020","0046",2,7,45,142.0,35,51.0,8041
3202,"Anna Martínez Sagi","0002","0016",2,7,43,142.0,35,50.0,8041
3406,"Agricultura","0045","0065",1,10,236,"",69,65.0,8019
3406,"Agricultura","0067","0147",1,10,94,223.0,71,64.0,8019
3406,"Agricultura","0211","0215",1,10,122,229.0,72,185.0,8020
3406,"Agricultura","0217","0217",1,10,122,229.0,72,185.0,8020
3406,"Agricultura","0219","0235",1,10,121,229.0,72,187.0,8020
3406,"Agricultura","0237","0257",1,10,120,229.0,72,188.0,8020
3406,"Agricultura","0259","0279",1,10,118,228.0,72,191.0,8020
3406,"Agricultura","0303","0347",1,10,116,228.0,72,195.0,8020
3406,"Agricultura","0060","0072",2,10,235,"",69,64.0,8019
3406,"Agricultura","0074","0150",2,10,94,223.0,71,64.0,8019
3406,"Agricultura","0240","0260",2,10,120,229.0,72,189.0,8020
3406,"Agricultura","0262","0282",2,10,115,228.0,72,190.0,8020
3406,"Agricultura","0284","0304",2,10,117,228.0,72,194.0,8020
3406,"Agricultura","0039","0043",1,10,235,"",69,67.0,8019
3406,"Agricultura","0217B","0217B",1,10,121,229.0,72,187.0,8020
3406,"Agricultura","0281","0301",1,10,115,228.0,72,194.0,8020
3406,"Agricultura","0200","0238",2,10,122,229.0,72,186.0,8020
3406,"Agricultura","0306","0318",2,10,116,228.0,72,195.0,8020
3508,"Ctra Aigües","0001","0059",1,4,56,90.0,21,82.0,8034
3508,"Ctra Aigües","0061","0099",1,5,3,92.0,22,173.0,8017
3508,"Ctra Aigües","0101","0135",1,5,5,93.0,23,174.0,8017
3508,"Ctra Aigües","0137","0149",1,5,3,92.0,22,180.0,8017
3508,"Ctra Aigües","0301","0357",1,7,90,150.0,39,190.0,8035
3508,"Ctra Aigües","0359","0399",1,6,9,116.0,28,190.0,8035
3508,"Ctra Aigües","0002B","0050",2,4,56,90.0,21,82.0,8034
3508,"Ctra Aigües","0158B","0202",2,5,4,93.0,23,174.0,8017
3508,"Ctra Aigües","0280","0300",2,5,32,100.0,25,101.0,8035
3508,"Ctra Aigües","0302","0350",2,5,33,101.0,25,100.0,8035
3508,"Ctra Aigües","0151B","0299",1,5,2,92.0,22,180.0,8017
3508,"Ctra Aigües","0052","0156",2,5,5,93.0,23,173.0,8017
3508,"Ctra Aigües","0352","0406",2,6,9,116.0,28,158.0,8035
3552,"Camí Aigües","0001","0007",1,5,5,93.0,23,173.0,8017
3552,"Camí Aigües","0002","0008",2,5,5,93.0,23,173.0,8017
3600,"Agudells","0001","0035",1,7,58,145.0,36,109.0,8032
3600,"Agudells","0037","0045",1,7,70,147.0,37,109.0,8032
3600,"Agudells","0055","0073",1,7,66,147.0,37,113.0,8032
3600,"Agudells","0075","0089",1,7,65,147.0,37,118.0,8032
3600,"Agudells","0002","0024",2,7,58,145.0,36,109.0,8032
3600,"Agudells","0036","0044",2,7,70,147.0,37,111.0,8032
3600,"Agudells","0047","0053",1,7,67,147.0,37,112.0,8032
3600,"Agudells","0046","0080",2,7,68,147.0,37,114.0,8032
3701,"Agudes","0001A","0001C",1,8,113,180.0,55,204.0,8033
3701,"Agudes","0001","0067",1,8,114,180.0,55,203.0,8033
3701,"Agudes","0069","0097",1,8,111,180.0,55,198.0,8033
3701,"Agudes","0002","0036",2,8,113,180.0,55,205.0,8033
3701,"Agudes","0038","0058C",2,8,115,180.0,55,207.0,8033
3701,"Agudes","0060","0082",2,8,114,180.0,55,202.0,8033
3701,"Agudes","0084","0146",2,8,110,180.0,55,201.0,8033
3803,"Àliga","0002","0030",2,3,52,67.0,15,98.0,8014
3803,"Àliga","0001","0049",1,3,52,67.0,15,98.0,8014
3905,"Aguilar","0001","0043",1,7,52,144.0,36,102.0,8032
3905,"Aguilar","0002","0042",2,7,52,144.0,36,103.0,8032
3905,"Aguilar","0044","0054",2,7,53,144.0,36,104.0,8032
4001,"Agullana","0001","0011",1,8,48,166.0,47,85.0,8031
4001,"Agullana","0002","0012",2,8,48,166.0,47,85.0,8031
4103,"Agullers","0001B","0019",1,1,46,16.0,4,30.0,8003
4103,"Agullers","0002","0028",2,1,46,16.0,4,29.0,8003
4125,"A Duran i Sanpere","0001","0005",1,1,18,7.0,1,145.0,8001
4125,"A Duran i Sanpere","0002","0010",2,1,18,7.0,1,145.0,8001
4205,"Agustí i Milà","0001","0095",1,9,40,191.0,60,96.0,8030
4205,"Agustí i Milà","0002","0042",2,9,39,190.0,60,98.0,8030
4205,"Agustí i Milà","0044","0046",2,9,35,190.0,60,99.0,8030
4205,"Agustí i Milà","0048","0082",2,9,40,191.0,60,97.0,8030
4307,"Agustina Saragossa","0001","0025",1,4,23,81.0,19,71.0,8017
4307,"Agustina Saragossa","0002","0024",2,4,23,81.0,19,71.0,8017
4409,"Aiguablava","0069","0145",1,8,107,178.0,53,165.0,8033
4409,"Aiguablava","0002","0024",2,8,103,178.0,53,156.0,8033
4409,"Aiguablava","0026","0116",2,8,107,178.0,53,158.0,8033
4409,"Aiguablava","0001","0065",1,8,103,178.0,53,166.0,8042
4500,"Aiguafreda","0001","0029",1,7,120,156.0,43,147.0,8032
4500,"Aiguafreda","0002","0030",2,7,120,156.0,43,147.0,8032
4908,"Àlaba","0001","0027",1,10,53,210.0,67,14.0,8005
4908,"Àlaba","0037","0049",1,10,52,210.0,67,15.0,8005
4908,"Àlaba","0051","0157",1,10,43,208.0,66,17.0,8005
4908,"Àlaba","0002","0054",2,10,52,210.0,67,14.0,8005
4908,"Àlaba","0056B","0102",2,10,43,208.0,66,17.0,8005
4908,"Àlaba","0104","0160",2,10,42,208.0,66,19.0,8018
5004,"Alba","0001","0017",1,6,59,129.0,31,20.0,8012
5004,"Alba","0002","0014",2,6,59,129.0,31,20.0,8012
5106,"Albacete","0001","0011",1,6,36,122.0,31,98.0,8012
5106,"Albacete","0002","0012",2,6,36,122.0,31,98.0,8012
5208,"Albània","0001","0005",1,10,82,219.0,70,78.0,8019
5208,"Albània","0002","0006",2,10,82,219.0,70,78.0,8019
5401,"Albareda","0001","0023",1,3,20,58.0,11,1.0,8004
5401,"Albareda","0002","0028",2,3,20,58.0,11,1.0,8004
5503,"Ourense","0001","0005",1,7,78,148.0,37,128.0,8032
5503,"Ourense","0006","0008",2,7,78,148.0,37,128.0,8032
5707,"Albert Llanas","0001","0041",1,7,21,138.0,34,88.0,8024
5707,"Albert Llanas","0002","0006",2,7,21,138.0,34,88.0,8024
5707,"Albert Llanas","0008","0020",2,7,22,138.0,34,89.0,8024
5707,"Albert Llanas","0022","0040",2,7,21,138.0,34,88.0,8024
5809,"Ptge Albert Pinyol","0001","0021",1,4,1,77.0,19,35.0,8029
5809,"Ptge Albert Pinyol","0002","0022",2,4,1,77.0,19,35.0,8029
6109,"Albigesos","0001","0019",1,6,19,119.0,30,133.0,8024
6109,"Albigesos","0021","0027",1,6,18,119.0,30,130.0,8024
6109,"Albigesos","0002","0028",2,6,19,119.0,30,134.0,8024
6109,"Albigesos","0030","0032",2,6,21,119.0,30,130.0,8024
6302,"Alcalá de Guadaira","0001","0013",1,10,111,227.0,72,171.0,8020
6302,"Alcalá de Guadaira","0015","0027",1,10,114,227.0,72,168.0,8020
6302,"Alcalá de Guadaira","0002B","0028",2,10,114,227.0,72,170.0,8020
6404,"Pl Alc Baró Viver","0001","0001",1,4,54,89.0,21,79.0,8034
6506,"Alcalde Miralles","0001","0009",1,5,3,92.0,22,182.0,8017
6506,"Alcalde Miralles","0002","0036",2,5,2,92.0,22,182.0,8017
6608,"Alcalde Móstoles","0001","0015",1,7,2,135.0,33,7.0,8025
6608,"Alcalde Móstoles","0017","0053",1,7,1,135.0,33,8.0,8025
6608,"Alcalde Móstoles","0002","0016",2,7,6,135.0,33,10.0,8025
6608,"Alcalde Móstoles","0018","0052",2,7,7,135.0,33,9.0,8025
6801,"Alcalde de Zalamea","0001B","0045",1,7,66,147.0,37,119.0,8032
6801,"Alcalde de Zalamea","0002","0064",2,7,65,147.0,37,118.0,8032
7000,"Alcamo","0001","0011",1,10,83,219.0,70,80.0,8019
7000,"Alcamo","0002","0012",2,10,83,219.0,70,80.0,8019
7101,"Alcanar","0001","0037",1,1,38,15.0,3,21.0,8003
7101,"Alcanar","0002","0040",2,1,38,15.0,3,21.0,8003
7203,"Alcántara","0001","0043",1,8,72,171.0,50,178.0,8042
7203,"Alcántara","0045","0071",1,8,65,170.0,50,188.0,8042
7203,"Alcántara","0002B","0020",2,8,71,171.0,50,174.0,8042
7203,"Alcántara","0022","0034",2,8,70,171.0,50,173.0,8042
7203,"Alcántara","0036","0052",2,8,69,170.0,50,180.0,8042
7203,"Alcántara","0054","0060",2,8,65,170.0,50,187.0,8042
7258,"Martí i Franquès","0001","0021",1,4,49,87.0,20,8.0,8028
7258,"Martí i Franquès","0002","0016",2,4,49,87.0,20,8.0,8028
7305,"Av Exèrcit","0001","0007",1,4,53,89.0,21,78.0,8034
7305,"Av Exèrcit","0002","0014",2,4,53,89.0,21,78.0,8034
7407,"Alcolea","0001","0023",1,3,105,75.0,18,140.0,8014
7407,"Alcolea","0033","0091",1,3,108,76.0,18,159.0,8014
7407,"Alcolea","0093B","0133",1,3,109,76.0,18,156.0,8014
7407,"Alcolea","0135B","0167",1,3,110,76.0,18,156.0,8014
7407,"Alcolea","0002","0022",2,3,105,75.0,18,140.0,8014
7407,"Alcolea","0024","0072",2,3,108,76.0,18,159.0,8014
7407,"Alcolea","0074","0104",2,3,109,76.0,18,155.0,8014
7407,"Alcolea","0106","0128",2,3,110,76.0,18,153.0,8014
7509,"Alcoi","0009","0011",1,5,32,100.0,25,103.0,8022
7509,"Alcoi","0013","0023",1,5,31,100.0,25,102.0,8022
7509,"Alcoi","0010","0018",2,5,32,100.0,25,101.0,8022
7509,"Alcoi","0020","0042",2,5,31,100.0,25,102.0,8022
7600,"Alcúdia","0001","0015",1,8,37,163.0,45,62.0,8016
7600,"Alcúdia","0025","0035",1,8,36,163.0,45,61.0,8016
7600,"Alcúdia","0037B","0059",1,8,34,163.0,45,56.0,8016
7600,"Alcúdia","0061","0103",1,8,33,163.0,45,55.0,8016
7600,"Alcúdia","0004","0012",2,8,37,163.0,45,62.0,8016
7600,"Alcúdia","0014","0036",2,8,36,163.0,45,60.0,8016
7600,"Alcúdia","0038","0066",2,8,35,163.0,45,57.0,8016
7600,"Alcúdia","0068","0114",2,8,32,163.0,45,53.0,8016
7702,"Aldana","0001","0011",1,2,170,55.0,10,2.0,8015
7702,"Aldana","0002","0014",2,2,170,55.0,10,1.0,8015
7804,"Aldea","0001","0007",1,6,17,118.0,29,145.0,8023
7804,"Aldea","0009","0019",1,6,16,118.0,29,146.0,8023
7804,"Aldea","0002","0020",2,6,16,118.0,29,146.0,8023
7906,"Ca l'Alegre Dalt","0001","0043",1,6,82,134.0,32,64.0,8024
7906,"Ca l'Alegre Dalt","0045","0063",1,6,84,134.0,32,55.0,8024
7906,"Ca l'Alegre Dalt","0075","0085",1,6,86,134.0,32,115.0,8024
7906,"Ca l'Alegre Dalt","0087","0097",1,6,25,120.0,30,118.0,8024
7906,"Ca l'Alegre Dalt","0099","0101",1,6,24,120.0,30,121.0,8024
7906,"Ca l'Alegre Dalt","0040","0048",2,6,88,134.0,32,55.0,8024
7906,"Ca l'Alegre Dalt","0050","0064",2,6,84,134.0,32,113.0,8024
7906,"Ca l'Alegre Dalt","0076","0090",2,6,86,134.0,32,115.0,8024
7906,"Ca l'Alegre Dalt","0092","0110",2,6,25,120.0,30,119.0,8024
7906,"Ca l'Alegre Dalt","0065","0073",1,6,85,134.0,32,116.0,8024
7906,"Ca l'Alegre Dalt","0112","0118",2,6,24,120.0,30,121.0,8024
7906,"Ca l'Alegre Dalt","0066","0074",2,6,85,134.0,32,113.0,8024
7906,"Ca l'Alegre Dalt","0002","0038",2,6,83,134.0,32,60.0,8024
8079,"Malva","0001","0015",1,5,1,91.0,22,183.0,8017
8079,"Malva","0002","0034",2,5,1,91.0,22,183.0,8017
8104,"A de Torrelles","0001","0045",1,7,24,138.0,34,91.0,8024
8104,"A de Torrelles","0002","0038",2,7,24,138.0,34,91.0,8024
8206,"Alella","0001","0017",1,8,20,161.0,45,46.0,8016
8206,"Alella","0019B","0027",1,8,21,161.0,45,35.0,8016
8206,"Alella","0045","0061",1,8,24,161.0,45,40.0,8016
8206,"Alella","0004","0020",2,8,21,161.0,45,46.0,8016
8206,"Alella","0022B","0040",2,8,23,161.0,45,34.0,8016
8206,"Alella","0042","0054",2,8,25,161.0,45,39.0,8016
8206,"Alella","0029B","0043",1,8,23,161.0,45,36.0,8016
8308,"Alfambra","0001","0017",1,4,53,89.0,21,78.0,8034
8308,"Alfambra","0002","0020",2,4,53,89.0,21,80.0,8034
8400,"Alfarràs","0002","0038",2,9,11,185.0,59,134.0,8030
8400,"Alfarràs","0001","0045",1,9,10,185.0,59,135.0,8030
8501,"Alfons XII","0001","0021",1,5,69,108.0,26,15.0,8006
8501,"Alfons XII","0023","0033",1,5,70,109.0,26,24.0,8006
8501,"Alfons XII","0053","0087",1,5,73,109.0,26,31.0,8006
8501,"Alfons XII","0089","0119",1,5,75,110.0,26,55.0,8006
8501,"Alfons XII","0002","0028",2,5,69,108.0,26,22.0,8006
8501,"Alfons XII","0030","0036",2,5,70,109.0,26,24.0,8006
8501,"Alfons XII","0086","0100",2,5,75,110.0,26,55.0,8006
8501,"Alfons XII","0035","0051",1,5,72,109.0,26,25.0,8006
8501,"Alfons XII","0038","0084",2,5,71,109.0,26,25.0,8006
8603,"Costa i Cuxart","0001","0011",1,8,10,159.0,44,17.0,8031
8603,"Costa i Cuxart","0013","0023",1,8,11,159.0,44,18.0,8031
8603,"Costa i Cuxart","0002","0022",2,8,12,159.0,44,1.0,8031
8603,"Costa i Cuxart","0025","0037",1,8,13,159.0,44,19.0,8016
8705,"Alfons el Magnànim","0001","0003",1,10,81,219.0,70,76.0,8019
8705,"Alfons el Magnànim","0019","0085",1,10,84,219.0,70,81.0,8019
8705,"Alfons el Magnànim","0087","0105",1,10,85,220.0,70,88.0,8019
8705,"Alfons el Magnànim","0123","0131",1,10,87,220.0,70,92.0,8019
8705,"Alfons el Magnànim","0002","0006",2,10,81,219.0,70,75.0,8019
8705,"Alfons el Magnànim","0022","0038",2,10,83,219.0,70,80.0,8019
8705,"Alfons el Magnànim","0040","0044",2,10,85,220.0,70,85.0,8019
8705,"Alfons el Magnànim","0058","0070",2,10,87,220.0,70,90.0,8019
8705,"Alfons el Magnànim","0005","0017",1,10,82,219.0,70,77.0,8019
8705,"Alfons el Magnànim","0107","0121",1,10,86,220.0,70,89.0,8019
8705,"Alfons el Magnànim","0046","0056",2,10,86,220.0,70,87.0,8019
8705,"Alfons el Magnànim","0008","0020",2,10,82,219.0,70,78.0,8019
8807,"Pl Alfons el Savi","0001","0001",1,7,17,137.0,33,79.0,8024
8807,"Pl Alfons el Savi","0007","0007",1,7,1,135.0,33,8.0,8025
8807,"Pl Alfons el Savi","0002","0002",2,7,17,137.0,33,77.0,8024
8807,"Pl Alfons el Savi","0004","0004",2,7,16,137.0,33,77.0,8024
8807,"Pl Alfons el Savi","0008","0008",2,7,18,137.0,33,78.0,8024
8807,"Pl Alfons el Savi","0003I","0005",1,7,16,137.0,33,77.0,8024
8807,"Pl Alfons el Savi","0006","0006",2,7,7,135.0,33,9.0,8025
8909,"Algarves","0001","0023",1,5,2,92.0,22,182.0,8017
8909,"Algarves","0002","0026",2,5,2,92.0,22,182.0,8017
9005,"Alguer","0002","0038",2,7,63,147.0,37,122.0,8032
9071,"Ptge Violer","0002","0012",2,5,1,91.0,22,183.0,8017
9071,"Ptge Violer","0001","0017",1,5,1,91.0,22,183.0,8017
9107,"Alhucemas","0045","0045",1,8,103,178.0,53,157.0,8033
9107,"Alhucemas","0034","0050",2,8,103,178.0,53,157.0,8033
9209,"Alí Bei","0001","0031",1,2,74,32.0,7,227.0,8010
9209,"Alí Bei","0051","0073",1,2,2,20.0,5,232.0,8013
9209,"Alí Bei","0075","0123",1,2,3,20.0,5,245.0,8013
9209,"Alí Bei","0125","0139",1,2,12,21.0,5,246.0,8013
9209,"Alí Bei","0141","0141",1,2,13,21.0,5,250.0,8013
9209,"Alí Bei","0002","0014",2,2,74,32.0,7,229.0,8010
9209,"Alí Bei","0016","0108",2,2,1,20.0,5,230.0,8010
9209,"Alí Bei","0110","0130",2,2,12,21.0,5,250.0,8013
9209,"Alí Bei","0132","0132",2,2,13,21.0,5,250.0,8013
9209,"Alí Bei","0033","0049",1,2,6,20.0,5,231.0,8010
9300,"Ptge Alí Bei","0001","0011",1,10,42,208.0,66,20.0,8018
9300,"Ptge Alí Bei","0002","0010",2,10,42,208.0,66,20.0,8018
9402,"Alacant","0001A","0011",1,5,26,99.0,24,131.0,8017
9402,"Alacant","0013","0033",1,5,48,103.0,25,129.0,8022
9402,"Alacant","0002","0012",2,5,25,99.0,24,131.0,8017
9402,"Alacant","0014","0034",2,5,48,103.0,25,130.0,8022
9457,"Alighieri","0001","0017",1,7,120,156.0,43,153.0,8032
9457,"Alighieri","0002","0008",2,7,120,156.0,43,153.0,8032
9606,"Ptge Alió","0001","0017",1,6,68,131.0,32,28.0,8037
9606,"Ptge Alió","0019","0045",1,6,67,131.0,32,33.0,8037
9606,"Ptge Alió","0002","0024",2,6,68,131.0,32,28.0,8037
9606,"Ptge Alió","0026","0048",2,6,67,131.0,32,33.0,8037
9708,"Magatzems","0001","0021",1,1,41,15.0,3,15.0,8003
9708,"Magatzems","0002","0022",2,1,41,15.0,3,15.0,8003
9800,"Almagro","0001","0007",1,8,79,173.0,51,108.0,8042
9800,"Almagro","0009","0033",1,8,78,173.0,51,106.0,8042
9800,"Almagro","0035","0059",1,8,73,171.0,50,177.0,8042
9800,"Almagro","0002","0004",2,8,80,173.0,51,107.0,8042
9800,"Almagro","0006","0010",2,8,79,173.0,51,106.0,8042
9800,"Almagro","0012","0044",2,8,78,173.0,51,105.0,8042
9800,"Almagro","0046","0058",2,8,73,171.0,50,176.0,8042
9901,"Almansa","0001","0007",1,8,82,173.0,51,112.0,8042
9901,"Almansa","0009","0015",1,8,81,173.0,51,111.0,8042
9901,"Almansa","0017","0039",1,8,80,173.0,51,110.0,8042
9901,"Almansa","0043","0047",1,8,79,173.0,51,106.0,8042
9901,"Almansa","0049B","0061",1,8,78,173.0,51,105.0,8042
9901,"Almansa","0063","0079",1,8,73,171.0,50,176.0,8042
9901,"Almansa","0081","0091",1,8,71,171.0,50,174.0,8042
9901,"Almansa","0002","0046",2,8,76,172.0,51,122.0,8042
9901,"Almansa","0048","0070",2,8,77,172.0,51,124.0,8042
9901,"Almansa","0072","0082",2,8,73,171.0,50,172.0,8042
9901,"Almansa","0084","0096",2,8,71,171.0,50,171.0,8042
10004,"Cro Ànimes","0001B","0027",1,3,84,71.0,17,208.0,8028
10004,"Cro Ànimes","0029","0031",1,3,83,71.0,17,207.0,8028
10004,"Cro Ànimes","0002","0024",2,3,84,71.0,17,208.0,8028
10106,"Almassora","0001","0009",1,9,3,182.0,57,150.0,8033
10106,"Almassora","0002","0020",2,9,3,182.0,57,150.0,8033
10208,"Almenara Alta","0001","0001",1,10,26,205.0,65,161.0,8026
10208,"Almenara Alta","0002","0018",2,10,26,205.0,65,161.0,8026
10300,"Ametllers","0001A","0015",1,4,56,90.0,21,82.0,8034
10300,"Ametllers","0002","0016",2,4,56,90.0,21,82.0,8034
10401,"Ptge Ametllers","0001","0003",1,4,56,90.0,21,82.0,8034
10401,"Ptge Ametllers","0002","0004",2,4,56,90.0,21,82.0,8034
10503,"Almeria","0001","0033",1,3,102,74.0,18,125.0,8014
10503,"Almeria","0041","0057",1,3,58,68.0,16,131.0,8014
10503,"Almeria","0002","0034",2,3,102,74.0,18,126.0,8014
10503,"Almeria","0036","0056",2,3,60,68.0,16,129.0,8014
10707,"Almirall Aixada","0001","0013",1,1,33,13.0,3,7.0,8003
10707,"Almirall Aixada","0015","0027",1,1,34,13.0,3,6.0,8003
10707,"Almirall Aixada","0002","0032",2,1,32,13.0,3,2.0,8003
10809,"Almirall Barceló","0001","0035",1,1,35,14.0,3,22.0,8003
10809,"Almirall Barceló","0002","0022",2,1,35,14.0,3,22.0,8003
10900,"Pepe Rubianes","0001","0005",1,1,40,15.0,3,8.0,8003
10900,"Pepe Rubianes","0007","0021",1,1,39,15.0,3,8.0,8003
10900,"Pepe Rubianes","0023","0033",1,1,38,15.0,3,9.0,8003
10900,"Pepe Rubianes","0035","0039",1,1,35,14.0,3,10.0,8003
10900,"Pepe Rubianes","0002","0014",2,1,33,13.0,3,7.0,8003
10900,"Pepe Rubianes","0016","0038",2,1,34,13.0,3,6.0,8003
10955,"Almirall Okendo","0001","0025",1,9,15,185.0,59,128.0,8020
10955,"Almirall Okendo","0002","0014",2,9,15,185.0,59,128.0,8020
11007,"Almirall Pròixida","0001","0015",1,9,37,190.0,60,105.0,8030
11007,"Almirall Pròixida","0002","0026",2,9,37,190.0,60,104.0,8030
11109,"Almirall Churruca","0001","0011",1,1,39,15.0,3,9.0,8003
11109,"Almirall Churruca","0002","0012",2,1,39,15.0,3,9.0,8003
11200,"Almogàvers","0001","0009",1,1,55,19.0,4,39.0,8018
11200,"Almogàvers","0011","0077",1,2,1,20.0,5,245.0,8018
11200,"Almogàvers","0079","0087",1,10,44,209.0,66,3.0,8018
11200,"Almogàvers","0089","0139",1,10,43,208.0,66,19.0,8018
11200,"Almogàvers","0141","0227",1,10,42,208.0,66,19.0,8018
11200,"Almogàvers","0229B","0229B",1,10,66,214.0,68,22.0,8018
11200,"Almogàvers","0229","0229",1,10,42,208.0,66,22.0,8018
11200,"Almogàvers","0002","0002",2,1,55,19.0,4,39.0,8018
11200,"Almogàvers","0004","0020",2,10,46,209.0,66,1.0,8018
11200,"Almogàvers","0022","0060",2,10,45,209.0,66,2.0,8018
11200,"Almogàvers","0062","0080",2,10,44,209.0,66,2.0,8018
11200,"Almogàvers","0154","0218",2,10,42,208.0,66,19.0,8018
